,Company_Brand,Founded,HeadQuarter,What_it_does,Investor,Amount,Stage,Year,Num_of_Investors,Num_of_Founders,Sector,Currency,new_amount
426,Lido Learning,2019.0,Mumbai,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?","BAce Capital, Madhur Deora",7500000.0,Series B,2020,2,1,Education,Not Specified,7500000.0
427,Apna.co,2019.0,Bangalore,Can find all types of jobs from entry level to experienced people in over 60+ categories.,"Lightspeed India, Sequoia Capital India",8000000.0,Series A,2020,2,1,Other,Not Specified,8000000.0
428,Quintype Technologies,2014.0,Bangalore,"Building a suite of digital publishing solutions to simplify content creation, distribution","IIFL Asset Management, Raghav Bahl",325000.0,Series A,2020,2,1,Technology,Not Specified,325000.0
429,Dunzo,2014.0,Bangalore,Order online and get free delivery from your nearby restaurants,"Wes Schwalje, Alteria Capital",28000000.0,Series E,2020,2,4,Technology,Not Specified,28000000.0
430,Entropik,2016.0,Bangalore,Gain insights into human emotions with AI-powered platform affect lab.,"IDFC-Parampara Fund, Bharat Innovation Fund",8000000.0,Series A,2020,2,1,Technology,Not Specified,8000000.0
431,Livspace,2014.0,Bangalore,Interior design marketplace that connects interior designers,"Mercer Investments, Nicholas Cator",9000000.0,Series D,2020,2,2,Real Estate,Not Specified,9000000.0
432,Ultraviolette Automotive,2015.0,Bangalore,Industries Automotive Electric Vehicle Energy Energy Storage,TVS Motor Company,410000.0,Series B,2020,1,2,Technology,Not Specified,410000.0
433,WinZO,2016.0,Delhi,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,"Makers Fund, Courtside Ventures",18000000.0,Series B,2020,2,2,Gaming,Not Specified,18000000.0
434,SenseHawk,2016.0,Bangalore,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Falcon Edge Capital, SAIF Partners",5000000.0,Series A,2020,2,2,Energy,Not Specified,5000000.0
435,Railofy,2019.0,Mumbai,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,Chiratae Ventures.,900000.0,Seed,2020,1,3,Other,Not Specified,900000.0
436,Eloelo,2020.0,Bangalore,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",Not Specified,450000.0,Seed,2020,2,2,Other,Not Specified,450000.0
437,Aibono,2014.0,Bangalore,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,"Menterra Venture Advisors, Rianta Capital",2000000.0,Seed,2020,2,1,Technology,Not Specified,2000000.0
438,BuildPan,2019.0,Indore,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,2020,2,4,Technology,Not Specified,500000.0
439,Homelane,2014.0,Bangalore,Explore 1000's of fully customizable home interior designs.,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",8000000.0,Corporate Round,2020,4,2,Real Estate,Not Specified,8000000.0
440,MyGlamm,2015.0,Mumbai,Buy Makeup kit & Cosmetics Products from international makeup brand,Bessemer Venture Partners,1000000.0,Series B,2020,1,1,Lifestyle,Not Specified,1000000.0
441,Aviom,2016.0,Delhi,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,"Insitor Partners, C4D Partners",682000.0,Venture - Series Unknown,2020,2,1,Finance,Not Specified,682000.0
442,Flinto,2013.0,Chennai,Flintobox is an India-based company that produces educational activity boxes for children,"Sinai Ventures, Y Combinator",7000000.0,Corporate Round,2020,2,3,Education,Not Specified,7000000.0
443,WayCool,2015.0,Chennai,WayCool is a social enterprise positively impacting the lives of India's farmers,"FMO, IndusInd Bank",5060000.0,Series C,2020,2,2,Technology,Not Specified,5060000.0
444,YAP,2014.0,Chennai,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,"Jitendra Gupta, Better Capital",4050000.0,Series A,2020,2,2,Other,Not Specified,4050000.0
445,Big Bang Boom Solutions,2018.0,Chennai,It aims to co-create intellectual property that can reside within the borders of the country.,"Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,2020,2,2,Technology,Not Specified,1050000.0
446,GUVI,2014.0,Chennai,Operates vernacular-language based education tech startup,"CBA Capital, Gray Matters Capital",800000.0,Series A,2020,2,1,Education,Not Specified,800000.0
447,BluSmart,2019.0,Gurugram,"BluSmart, an all-electric ride-hailing platform","Kalpavriksh, JITO Angel Network",7000000.0,Corporate Round,2020,2,2,Energy,Not Specified,7000000.0
448,Cell Propulsion,2017.0,Bangalore,Designs and develops electric power drives and autonomous electric mobility solutions,"growX ventures, Sangam Ventures",nan,Seed,2020,2,3,Automotive,Not Specified,25472041.55527319
449,MPL,2018.0,Bangalore,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Sequoia Capital India, Times Internet",50000000.0,Series B,2020,2,2,Media/Entertainment,Not Specified,50000000.0
450,Spoonshot,2015.0,Bangalore,A food science company using AI to predict consumer taste and food trends,"SRI Capital, Techstars Farm to Fork Accelerator",1000000.0,Seed,2020,2,2,Consumables,Not Specified,1000000.0
451,Pulse,2015.0,Mumbai,Helps people navigate through and profit off financial markets,Not Specified,750000.0,Venture - Series Unknown,2020,2,2,FinTech,Not Specified,750000.0
452,Groww,2016.0,Bangalore,Leading Investment and Trading Platform,"Y Combinator, Ribbit Capital",30000000.0,Series C,2020,2,4,FinTech,Not Specified,30000000.0
453,i3 Systems,2016.0,Mumbai,Transforming India's health insurance industry with its digital solutions and AI products for automation,"Hatanaka Yosuke, Minomiya Takeo",1050000.0,Series C,2020,2,2,Finance,Not Specified,1050000.0
454,SOAL,2017.0,Mumbai,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders","Krishnan Menon, Srinivas Kollipara",1000000.0,Series C,2020,2,3,Education,Not Specified,1000000.0
455,OckyPocky,2015.0,Gurugram,Ockypocky helps kids in learning spoken english,"SucSEED Venture Partners, ah! Ventures",400000.0,Seed,2020,2,1,Education,Not Specified,400000.0
456,Hippo Video,2016.0,New York,Helps enterprise businesses achieve their marketing and sales goals through seamless video,"Surge, Kae Capital",4000000.0,Series A,2020,2,1,Media/Entertainment,Not Specified,4000000.0
457,Hasura,2017.0,San Francisco,"Builds developer tooling products, including open source tools, backend","Nexus Venture Partners, Sam Lambert",25000000.0,Series B,2020,2,2,Technology,Not Specified,25000000.0
458,Qapita,2019.0,Singapore,Qapita provides digital equity management tools for private companies and startups.,"Alto Partners, Mission Holdings",1080000.0,Seed,2020,2,3,FinTech,Not Specified,1080000.0
459,Sunday,2017.0,Bangkok,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,"SCB 10X, LINE Ventures",9000000.0,Series B,2020,2,1,FinTech,Not Specified,9000000.0
460,Gamezop,2015.0,Gurugram,A multi-game platform,"Powerhouse ventures, Tracxn,",4300000.0,Series A,2020,3,2,Gaming,Not Specified,4300000.0
461,Phool.co,2017.0,Kanpur,They use flowers from temples across India's and create useful products such as rose incense cone,Kaplan Foundation,1400000.0,Pre-Seed,2020,1,1,Technology,Not Specified,1400000.0
462,Chiratae Ventures,2018.0,Bangalore,A leading tech venture capital fund focused on enabling entrepreneurs in India.,Not Specified,nan,Angel,2020,2,2,Finance,Not Specified,25472041.55527319
463,MedLife,2014.0,Bangalore,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",Ivy Icon,6800000.0,Pre-Seed,2020,1,2,Healthcare,Not Specified,6800000.0
464,IDfy,2011.0,Mumbai,IDfy provides risk and fraud solutions,"Millenna FVCI III, NB Ventures, Dream Incubator",2110000.0,Series A,2020,3,2,Technology,Not Specified,2110000.0
465,True Balance,2014.0,Gurugram,Earn money by meeting financial needs of your friends and neighbors.,Balancehero,nan,Series C,2020,1,3,Finance,Not Specified,25472041.55527319
466,Bira91,2015.0,Delhi,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,Anicut Capital,764000.0,Pre-Seed,2020,1,1,Consumables,Not Specified,764000.0
467,Max wholesale,2016.0,Delhi,MaxWholesale is an online distributor that provides authentic FMCG goods,"Al Falaj Commercial Investment Co, Vistra ITCL India",603000.0,Series A,2020,2,2,E-Commerce,Not Specified,603000.0
468,Craftsvilla,2011.0,Mumbai,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",Supera Investments,409000.0,Angel,2020,1,2,E-Commerce,Not Specified,409000.0
469,MechMocha,2011.0,Bangalore,India's first vernacular social gaming platform,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",292000.0,Series A,2020,4,3,Media/Entertainment,Not Specified,292000.0
470,Mindhouse,2019.0,Gurugram,A gym to train your mind offering workouts and programmes,"GGV Capital, Sahi Barual",286000.0,Pre-Seed,2020,2,2,Healthcare,Not Specified,286000.0
471,DeepSync,2018.0,Chandigarh,"A revolutionary way to record your content, without you really speaking","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",136000.0,Corporate Round,2020,5,2,Technology,Not Specified,136000.0
472,Eruditus,2010.0,Mumbai,Bring world-class business and professional education to a global audience,"Bertelsmann India Investments, Sequoia Capital India",nan,Venture - Series Unknown,2020,2,2,Education,Not Specified,25472041.55527319
473,Gradeup,2015.0,Noida,"India's largest exam preparation destination,","Times Internet, TLabs",546000.0,Series C,2020,2,1,Education,Not Specified,546000.0
474,Tracxn,2013.0,Bangalore,Tracxn is the research partner for Venture Capitalist,"Saif partners, Accel partners, Sequoia capital",887000.0,Series B,2020,3,2,Other,Not Specified,887000.0
478,Settl,2015.0,Gurugram,Get affordable AC bus-rides everyday,"Sojitz, SIG Global India Fund",nan,Angel,2020,2,2,Logistics,Not Specified,25472041.55527319
479,Fanspole,2015.0,Thane,India's only social fantasy gaming platform,"Mohan Verma, Better Capital",nan,Pre-Seed,2020,2,2,Media/Entertainment,Not Specified,25472041.55527319
480,Sarva,2016.0,Mumbai,A wellness ecosystem built on the authentic foundations of Yoga,"Shikhar Dhawan, Mantra Capital",nan,Series D,2020,2,1,Automotive,Not Specified,25472041.55527319
481,Univ.ai,2019.0,Bangalore,"A distributed, global educational powerhouse that draws on technology",Kiran Mazumdar Shaw.,nan,Corporate Round,2020,1,3,Education,Not Specified,25472041.55527319
482,PurohitJi,2019.0,Bangalore,App for Hindu Puja Products & Services,Bhadresh,nan,Series B,2020,1,1,Other,Not Specified,25472041.55527319
483,CredoLab,2015.0,Singapore,AI credit scoring platform,"GB Group, Walden International",7000000.0,Series A,2020,2,1,Technology,Not Specified,7000000.0
484,Brick&Bolt,2018.0,Bangalore,"A construction company doing house construction, building construction, commercial construction","Meghna Agarwal, Navin Dhanuka",2200000.0,Series A,2020,2,2,Real Estate,Not Specified,2200000.0
485,Grinntech,2013.0,Chennai,Leading on all fronts of battery design,"V Sumantran, V Lakshmi Narayanan",2000000.0,Pre-Seed,2020,2,2,Energy,Not Specified,2000000.0
486,6Degree,2014.0,Mumbai,India's leading fashion business platform,"Keiretsu Forum, SucSEED Venture Partners",340000.0,Series B,2020,2,2,Lifestyle,Not Specified,340000.0
487,Exprs,2018.0,Hyderabad,"Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.","Sweta Rau, Sandeep Kapoor",5660000.0,Venture - Series Unknown,2020,2,3,Technology,Not Specified,5660000.0
488,Bikayi,2019.0,Hyderabad,Provides free whatsapp integrated E-Commerce Store,Mantis ventures,2000000.0,Seed,2020,1,2,E-Commerce,Not Specified,2000000.0
489,Virtual Forest,2019.0,Bangalore,Tracking seasonal change in virtual forest,Napino Auto and Electronics Ltd,nan,Seed,2020,1,1,Technology,Not Specified,25472041.55527319
490,The Health company,2018.0,Gurugram,Organic superfoods & free personal health coaching that actually work.,"VCATS, First Cheque, 9Unicorns, Marquee investors",350000.0,Series D,2020,4,2,Technology,Not Specified,350000.0
491,TrulyMadly Matchmakers,2014.0,Gurugram,One of the best dating Apps in India connecting singles across the country.,"AngelList, Inflection Point Ventures, The Chennai Angels",110000.0,Series A,2020,3,1,Lifestyle,Not Specified,110000.0
492,TrueFan,2020.0,Mumbai,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,"Mayfield India, Saama Capital, Ronnie Screwvala",4300000.0,Venture - Series Unknown,2020,3,3,Media/Entertainment,Not Specified,4300000.0
493,Fanspole,2015.0,Mumbai,A free app that users can use to create contests and play,Better Capital,nan,Series D,2020,1,2,Gaming,Not Specified,25472041.55527319
494,Byju's,2011.0,Bangalore,Provides online learning classes,DST Global,122000000.0,Series C,2020,1,1,Education,Not Specified,122000000.0
495,Avail Finance,2017.0,Bangalore,Instant online loan app,"Alphawave, Matrix Partners",11635000.0,Series B,2020,2,2,FinTech,Not Specified,11635000.0
496,The Money Club,2019.0,Delhi,AI based chit fund cashier app,Venture Catalysts,nan,Series A,2020,1,2,Technology,Not Specified,25472041.55527319
497,Virohan,2018.0,Gurugram,Healthcare training company,"Keiretsu Forum, Elea Foundation",2800000.0,Angel,2020,2,3,Automotive,Not Specified,2800000.0
498,OneCode,2019.0,Gurugram,Connects new-age digital first brands with relevant sellers,WaterBridge Ventures,nan,Series C,2020,1,2,E-Commerce,Not Specified,25472041.55527319
499,Verloop.io,2015.0,Noida,Helps automate customer service using Artificial Intelligence,Alpha Wave incubation,5000000.0,Series D,2020,1,1,Technology,Not Specified,5000000.0
500,Otipy,2020.0,Ahmedabad,Connects consumers with farmers thorugh women resellers,Inflection Point Ventures,1000000.0,Pre-Seed,2020,1,1,E-Commerce,Not Specified,1000000.0
501,Evage,2014.0,Chandigarh,Develop emissions-free electric commercial vehicles,Anand Shah,nan,Venture - Series Unknown,2020,1,1,Logistics,Not Specified,25472041.55527319
502,LEAD School,2012.0,Mumbai,Offers an integrated system for schools by helping them digitize the entire curriculum,"WestBridge Capital, Elevar Equity",28000000.0,Series C,2020,2,2,Education,Not Specified,28000000.0
503,Trell,2016.0,Bangalore,Allows users to share their travel experiences,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",11000000.0,Series A,2020,5,5,E-Commerce,Not Specified,11000000.0
504,Captain Fresh,2019.0,Bangalore,Sea food Supply chain,Ankur Capital,2300000.0,Series B,2020,1,1,Consumables,Not Specified,2300000.0
505,Teachmint,2019.0,Bangalore,Empowers tutors with tools to deliver effective learning outcomes for students and parents,Better Capital,nan,Corporate Round,2020,1,4,Education,Not Specified,25472041.55527319
506,Pixxel,2019.0,Bangalore,Indian Earth observation startup,"Lightspeed India Partners, Blume Ventures, GrowX ventures",5000000.0,Series A,2020,3,2,Technology,Not Specified,5000000.0
507,Habbit Health,2019.0,Delhi,Applies modern science for healthier life through proprietary foods & digital ecosystem,"3one4 Capital, Angel list India",nan,Series B,2020,2,1,Agriculture,Not Specified,25472041.55527319
508,SmarterBiz,2014.0,Bangalore,An end-to-end CX platform enabled with the gig workforce,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh.",1065000.0,Series D,2020,7,3,Technology,Not Specified,1065000.0
509,Able Jobs,2019.0,Bangalore,Provides end to end hiring support to companies,"SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque.",2000000.0,Series D,2020,5,3,Other,Not Specified,2000000.0
510,Vieroots,2018.0,Kochi,Personalised lifestyle management using epigenetic science,Suniel Shetty,nan,Series E,2020,1,1,Healthcare,Not Specified,25472041.55527319
511,Stack Finance,2019.0,Bangalore,"It automates invesments, expenses, borrowing under a single platform","SOSV, MOX (Mobile Only Accelerator)",nan,Venture - Series Unknown,2020,2,1,FinTech,Not Specified,25472041.55527319
512,FPL Technologies,2019.0,Pune,OneScore app is built by FPL - Free credit scoring and monitoring,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures",10000000.0,Series A,2020,3,1,FinTech,Not Specified,10000000.0
513,Masai School,2019.0,Bangalore,It trains tech aspirants in full stack wed and android development,"Unitus Ventures, India Quotient, AngelList India",2500000.0,Series A,2020,3,3,Education,Not Specified,2500000.0
514,Mitron,2019.0,Bangalore,Short Video and Social Platform,Nexus Venture Partners,5000000.0,Series A,2020,1,2,Media/Entertainment,Not Specified,5000000.0
515,Daalchini,2017.0,Delhi,Physical and Digital vending machines startup,Artha Venture Fund,669000.0,Angel,2020,1,2,Technology,Not Specified,669000.0
516,Suno India,2018.0,Bangalore,Multilingual podcast platform,Shobu Yarlagadda,nan,Series B,2020,1,3,Media/Entertainment,Not Specified,25472041.55527319
517,LendingKart,2014.0,Ahmedabad,Provides working capital loans and business loans to MSMEs,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",16076000.0,Series D,2020,4,2,FinTech,Not Specified,16076000.0
518,Text Mercato,2015.0,Bangalore,Cataloguing startup that serves ecommerce platforms,1Crowd,649600.0,Series A,2020,1,2,Other,Not Specified,649600.0
519,Eden Smart Homes,2018.0,Delhi,Develops smart home automation systems,Inflection Point Ventures,nan,Series A,2020,1,2,Technology,Not Specified,25472041.55527319
520,GrayQuest,2017.0,Mumbai,Enables parents to pay their annual education fees in up to 12 monthly installments,Foundation Holdings,1000000.0,Angel,2020,1,1,Education,Not Specified,1000000.0
521,BigHaat,2015.0,Bangalore,Agri-inputs ecommerce player,"Ankur Capital, Beyond Next Ventures",2000000.0,Venture - Series Unknown,2020,2,2,Technology,Not Specified,2000000.0
522,CityCash,2017.0,Mumbai,Focusses on creating a transit led micro-payments ecosystem,Orios Venture Partners,1000000.0,Series D,2020,1,1,FinTech,Not Specified,1000000.0
523,HomeLane,2014.0,Chennai,Provides interior designing solutions,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",1000000.0,Series D,2020,3,2,Real Estate,Not Specified,1000000.0
524,HungerBox,2015.0,Bangalore,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",IIFL Income Opportunities Fund,6700000.0,Series C,2020,1,2,Consumables,Not Specified,6700000.0
525,DaveAI,2019.0,Bangalore,Sales augmentation platform with a vision to democratise AI for enterprises,Mumbai Angels Network,nan,Series A,2020,1,3,Technology,Not Specified,25472041.55527319
526,Eduvanz,2016.0,Mumbai,Digital finance NBFC that provides affordable education loans,Sequoia India,5000000.0,Series A,2020,1,2,FinTech,Not Specified,5000000.0
527,ZipLoan,2015.0,Delhi,Provides loans to MSMEs,Stride Ventures,2000000.0,Series A,2020,1,2,FinTech,Not Specified,2000000.0
528,DocSumo,2019.0,Mumbai,Platform helps to automate and analyse financial data,"Better Capital, TechStars, Barclays.",220000.0,Pre-Seed,2020,3,2,Technology,Not Specified,220000.0
529,CUSMAT,2016.0,Warangal,It builds high immersion training systems for enterprises,"Venture Catalysts,  Raveen Sastry",nan,Venture - Series Unknown,2020,2,3,Technology,Not Specified,25472041.55527319
530,Chingari,2018.0,Bangalore,Short video platform,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati",1300000.0,Angel,2020,5,2,Media/Entertainment,Not Specified,1300000.0
531,Bolo Indya,2019.0,Gurugram,User-generated content platform,"Eagle10 Ventures, India Accelerator, HNIs",300000.0,Pre-Seed,2020,3,1,Media/Entertainment,Not Specified,300000.0
532,Data Sutram,2018.0,Kolkata,Platform gathers intel from external data to provide location-based data intelligence.,"Uday Sodhi, Mitesh Shah, Nitin Jain",266500.0,Series C,2020,3,3,Technology,Not Specified,266500.0
533,Wobot Intelligence,2019.0,Delhi,AI backed video analytics platform,Sequoia Capital India,2500000.0,Series C,2020,1,3,Technology,Not Specified,2500000.0
534,DrinkPrime,2019.0,Bangalore,Subscription-based Water purifier startup,Sequoia Surge,2879000.0,Series B,2020,1,2,Other,Not Specified,2879000.0
535,Infeedo,2013.0,Gurugram,An employee engagement HR analytics platform,Y Combinator,700000.0,Series A,2020,1,2,Technology,Not Specified,700000.0
536,Probus Smart Things,2019.0,Delhi,Platform for monitoring distribution sub-station performance and operations,Unicorn India Ventures,nan,Seed,2020,1,2,Technology,Not Specified,25472041.55527319
537,CrowdPouch,2019.0,Bangalore,A reward-based fundraising and preselling platform,Elina Investments,nan,Series A,2020,1,1,Technology,Not Specified,25472041.55527319
538,Rebel Foods,2011.0,Mumbai,Cloud kitchen platform,Coatue Management,26500000.0,Venture - Series Unknown,2020,1,2,Consumables,Not Specified,26500000.0
539,Hevo,2017.0,Bangalore,Data pipeline startup,"Qualgro, Lachy Groom",8000000.0,Series A,2020,2,2,Technology,Not Specified,8000000.0
540,BigSpoon Foods,2019.0,Ahmedabad,Cloud kitchen startup,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah",2000000.0,Corporate Round,2020,3,3,Consumables,Not Specified,2000000.0
541,Chingari,2019.0,Bangalore,Homegrown short video platform,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global.",1000000.0,Series E,2020,5,1,Media/Entertainment,Not Specified,1000000.0
542,ShareChat,2015.0,Bangalore,Indian social network platform,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0,Corporate Round,2020,8,3,Media/Entertainment,Not Specified,351000.0
543,DatStop,2019.0,Delhi,It offers urban social space,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak.",nan,Angel,2020,3,1,Hospitality,Not Specified,25472041.55527319
544,IPHM Services,2019.0,Mumbai,It helps design programs and workshops for the psychological well-being of individuals,Indian Angel Fund,nan,Series B,2020,1,1,Healthcare,Not Specified,25472041.55527319
545,Wellcure,2019.0,Gurugram,It caters to all health and wellness needs,Inflection Point Ventures,200000.0,Series D,2020,1,3,Healthcare,Not Specified,200000.0
546,VilCart,2018.0,Bangalore,"Retail industry in rural India through technology, supply chain, and logistics facilities.","N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",nan,Series D,2020,5,4,E-Commerce,Not Specified,25472041.55527319
547,Firescore,2019.0,Mumbai,Game development studio,Crazy Labs,500000.0,Corporate Round,2020,1,2,Gaming,Not Specified,500000.0
548,BulBul,2018.0,Gurugram,A video and livestream led commerce platform that makes online shopping engaging,Info Edge,nan,Series B,2020,1,2,Other,Not Specified,25472041.55527319
549,Toppr,2013.0,Mumbai,It provides AI-based after school learning app for K12,Foundation Holdings,46761000.0,Series D,2020,1,1,Education,Not Specified,46761000.0
550,Pickright Technologies,2019.0,Bangalore,Marketplace for stock market investors and advisors,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000.0,Angel,2020,7,3,FinTech,Not Specified,175000.0
551,Muse Wearables,2018.0,Chennai,It sells the world’s first payment-enabled hybrid smartwatches,Dr. Bhaskar Rao Bollineni,3000000.0,Venture - Series Unknown,2020,1,3,Technology,Not Specified,3000000.0
552,SATYA Microcapital,1995.0,Delhi,Microfinance company that offers collateral-free credit to micro enterprises,BlueOrchard Finance Limited,nan,Seed,2020,1,1,FinTech,Not Specified,25472041.55527319
553,WYN Studio,2019.0,Gurugram,It creates video content and podcasts,India Angel Fund,nan,Series B,2020,1,2,Media/Entertainment,Not Specified,25472041.55527319
554,Fourth Partner Energy,2010.0,Bangalore,Largest startup in the distributed solar sector,ResponsAbility Investments AG,15000000.0,Series C,2020,1,1,Energy,Not Specified,15000000.0
555,Entri,2017.0,Kochi,Local language learning startup,Good Capital,1700000.0,Series B,2020,1,1,Education,Not Specified,1700000.0
556,Snack Amor,2017.0,Mumbai,Healthy snack startup,Dr Srinivas Chunduru,nan,Series D,2020,1,1,Consumables,Not Specified,25472041.55527319
557,MPowered,2019.0,Gurugram,Asset Management Solutions,"Ashok Nichani, Shelly Nichani",21000000.0,Series E,2020,2,1,Technology,Not Specified,21000000.0
558,Leap Club,2020.0,Gurugram,Community led professional network for women,Titan Capital,nan,Series C,2020,1,2,E-Commerce,Not Specified,25472041.55527319
559,Ather Energy,2013.0,Bangalore,Electric scooter manufacturer,Hero MotoCorp,11241000.0,Series C,2020,1,2,Automotive,Not Specified,11241000.0
560,Gigforce,2019.0,Bangalore,Provides staffing solutions for businesses,Unitus Venture,804000.0,Seed,2020,1,3,Technology,Not Specified,804000.0
561,Vegrow,2020.0,Bangalore,It is building an asset-light farm by partnering with small farms on a profit-sharing model,"Matrix Partners India, Ankur Capital",2500000.0,Series C,2020,2,4,Technology,Not Specified,2500000.0
562,Finn,2019.0,Bangalore,Neobanking startup that digitises all banking transactions,"Unicorn India, PointOne Capital, Astir Ventures",nan,Series A,2020,3,2,FinTech,Not Specified,25472041.55527319
563,Bijnis,2015.0,Noida,Provides a platform for manufacturers and retailers in digital transaction,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",10000000.0,Series A,2020,4,4,E-Commerce,Not Specified,10000000.0
564,iNurture,2009.0,Bangalore,"It provides a conducive and healthy teaching, learning environment",BlackSoil Capital,1340000.0,Series E,2020,1,1,Education,Not Specified,1340000.0
565,StyleDotMe,2014.0,Gurugram,"mirrAR, helps jewellers sell jewellery with no physical inventory",Survam Partners,467000.0,Seed,2020,1,2,Lifestyle,Not Specified,467000.0
566,Ripsey,2018.0,Mumbai,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,Ah! Ventures,133000.0,Series B,2020,1,2,Agriculture,Not Specified,133000.0
567,ThriveFNC,2017.0,Pune,Focusses on reversing chronic lifestyle disorders through functional nutrition.,Rajesh Ranavat,nan,Series C,2020,1,1,Wellness/Beauty,Not Specified,25472041.55527319
568,Vedantu,2011.0,Bangalore,Onine learning platform,Coatue,100000000.0,Series D,2020,1,4,Education,Not Specified,100000000.0
569,Magicpin,2015.0,Gurugram,"It is a local discovery, rewards, and commerce platform",Samsung Venture Investment Corporation,7000000.0,Series D,2020,1,2,Other,Not Specified,7000000.0
570,Procol,2018.0,Delhi,Commodity procurement platform,Sequoia Surge,3823000.0,Angel,2020,1,2,Technology,Not Specified,3823000.0
571,Yumlane,2016.0,Mumbai,Online retailer that offers a range of on-the-go hot snacking and meals,Jetty Ventures,1000000.0,Series A,2020,1,1,Technology,Not Specified,1000000.0
572,Crio,2018.0,Bangalore,A learning platform for developers,021 Capital,934000.0,Series D,2020,1,2,Education,Not Specified,934000.0
573,Openapp,2019.0,Bangalore,Security solutions startup,Unicorn India Ventures,500000.0,Seed,2020,1,1,Technology,Not Specified,500000.0
574,PumPumPum,2019.0,Gurugram,Offers leased car services,LetsVenture Syndicate,293000.0,Pre-Seed,2020,1,2,Automotive,Not Specified,293000.0
575,uFony Services Pvt ltd,2019.0,Pune,"School Diary, a platform that brings education to smartphones",Chennai Angels,nan,Seed,2020,1,1,Education,Not Specified,25472041.55527319
576,Protinus Fashion Networking Pvt Ltd,2015.0,Mumbai,Owns and operates fashion commerce and retail management platform 6Degree,SucSEED Ventures,nan,Series B,2020,1,2,Lifestyle,Not Specified,25472041.55527319
577,Uable,2019.0,Bangalore,Online life skills development platform for children,3one4 Capital,nan,Pre-Seed,2020,1,1,Education,Not Specified,25472041.55527319
578,ParkSmart,2019.0,Delhi,Parking spot reservation platform,Ah! Ventures,198000.0,Seed,2020,1,5,Technology,Not Specified,198000.0
579,Plum,2019.0,Bangalore,Provides health benefits to corporates,Incubate Fund,927000.0,Venture - Series Unknown,2020,1,2,Healthcare,Not Specified,927000.0
580,IncNut Digital,2011.0,Hyderabad,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,RPSG Ventures,4000000.0,Series A,2020,1,3,E-Commerce,Not Specified,4000000.0
581,GigIndia,2017.0,Pune,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,Incubate Fund India,971000.0,Venture - Series Unknown,2020,1,2,Technology,Not Specified,971000.0
582,Specsmaker,2007.0,Chennai,Online optical chain for eye wears,Eight Road Ventures,3060000.0,Venture - Series Unknown,2020,1,1,Lifestyle,Not Specified,3060000.0
